,MSSubClass,MSZoning,Neighborhood,Condition1,HouseStyle,OverallQual,YearBuilt,Exterior1st,MasVnrType,ExterQual,Foundation,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,GarageArea,SalePrice
272,60,3,15,2,5,8,1999,13,1,2,2,2,1152.0,1164,2270,2,2,9,671.0,290000
273,20,3,12,1,2,6,1958,14,0,3,1,4,1240.0,1632,1632,2,3,6,338.0,139000
274,20,3,11,2,2,5,1982,6,2,3,1,4,816.0,816,816,1,3,5,264.0,124500
275,50,3,3,2,0,7,1925,14,2,2,0,4,952.0,952,1548,2,0,5,672.0,205000
276,20,3,11,2,2,7,2003,13,2,2,2,0,1560.0,1560,1560,2,2,7,573.0,201000
277,20,3,8,2,2,4,1951,13,2,3,1,4,864.0,864,864,1,3,4,400.0,141000
278,20,3,16,2,2,9,2006,5,1,0,2,0,2121.0,2121,2121,2,0,8,732.0,415298
279,60,3,4,2,5,7,1977,10,1,3,1,2,1160.0,1156,2022,2,3,8,505.0,192000
280,60,3,20,2,5,7,1989,10,1,2,1,2,807.0,1175,1982,2,2,7,575.0,228500
281,20,1,21,2,2,6,2006,13,3,2,2,2,1262.0,1262,1262,2,2,5,572.0,185000
282,120,3,16,2,2,7,2007,13,3,2,2,2,1314.0,1314,1314,2,2,6,626.0,207500
283,20,3,21,1,2,8,2008,13,3,2,2,2,1468.0,1468,1468,2,2,6,898.0,244600
284,120,3,20,2,2,6,1992,10,2,2,2,2,1575.0,1575,1575,2,2,5,529.0,179200
285,160,1,21,2,5,7,2006,8,2,2,2,2,625.0,625,1250,2,2,5,528.0,164700
286,50,3,12,2,0,6,1962,14,2,3,1,4,912.0,1085,1734,1,2,7,440.0,159000
287,20,3,12,2,2,4,1971,6,2,3,1,4,858.0,858,858,1,3,5,0.0,88000
288,20,3,19,2,2,5,1967,8,1,3,1,4,882.0,900,900,1,3,5,280.0,122000
289,70,3,3,6,5,6,1915,14,2,3,0,4,698.0,698,1396,1,3,7,384.0,153575
290,60,3,5,2,5,8,2006,13,2,2,2,2,1079.0,1079,1919,2,2,8,685.0,233230
291,190,3,18,2,5,5,1912,13,2,3,2,4,780.0,936,1716,2,1,9,0.0,135900
292,50,3,7,2,0,5,1949,14,2,3,1,4,768.0,1148,1716,1,3,8,281.0,131000
293,60,3,14,3,5,7,1977,10,1,3,1,4,795.0,1468,2263,2,2,9,539.0,235000
294,20,3,12,2,2,6,1953,6,3,3,1,4,1416.0,1644,1644,1,3,7,418.0,167000
295,80,3,11,2,7,6,1984,6,2,3,1,4,1003.0,1003,1003,1,3,6,588.0,142500
296,50,4,9,2,0,5,1950,14,2,3,1,4,910.0,910,1558,1,3,6,282.0,152000
297,60,1,21,2,5,7,1997,13,1,2,2,2,975.0,975,1950,2,2,7,576.0,239000
298,60,3,14,2,5,6,1968,6,1,2,1,4,702.0,1041,1743,1,3,7,539.0,175000
299,20,3,6,2,2,6,1950,6,2,3,1,4,1092.0,1152,1152,1,2,6,300.0,158500
300,190,3,6,2,2,5,1953,8,1,3,1,4,1165.0,1336,1336,1,3,5,375.0,157000
301,60,3,5,2,5,8,1998,13,2,2,2,2,1028.0,1210,2452,2,2,9,683.0,267000
302,20,3,5,2,2,7,2001,13,1,2,2,2,1541.0,1541,1541,2,2,6,843.0,205000
303,20,3,5,2,2,5,1972,13,2,3,2,4,894.0,894,894,1,3,5,552.0,149900
304,75,4,17,2,3,7,1880,5,2,3,0,4,1470.0,1675,3493,3,2,10,870.0,295000
305,20,3,5,2,2,8,2004,5,3,2,2,2,2000.0,2000,2000,2,2,8,888.0,305900
306,60,3,20,1,5,7,1990,6,1,2,1,2,700.0,1122,2243,2,2,8,746.0,225000
307,50,4,9,0,0,6,1920,8,2,3,1,4,319.0,1035,1406,1,1,6,0.0,89500
308,30,3,7,2,2,4,1940,13,2,3,1,4,861.0,861,861,1,3,4,539.0,82500
309,20,3,16,2,2,9,2003,13,2,2,2,0,1896.0,1944,1944,2,0,8,708.0,360000
310,60,3,8,2,5,6,1993,6,1,3,2,2,697.0,697,1501,2,2,6,420.0,165600
311,20,3,12,2,2,6,1948,13,2,3,1,4,972.0,972,972,1,3,5,240.0,132000
312,190,4,17,0,0,5,1939,8,2,3,1,2,793.0,793,1118,1,3,5,410.0,119900
313,20,3,23,2,2,7,1965,3,2,3,1,2,2136.0,2036,2036,2,3,8,513.0,375000
314,70,4,17,2,5,7,1925,14,2,3,0,4,728.0,832,1641,1,0,6,546.0,178000
315,60,3,8,2,5,7,2004,13,2,2,2,2,716.0,716,1432,2,2,6,432.0,188500
316,60,3,14,2,5,7,1980,5,1,2,1,2,845.0,1153,2353,2,0,10,484.0,260000
317,60,1,21,2,5,8,2006,13,2,2,2,2,1088.0,1088,1959,2,2,8,1025.0,270000
318,60,3,15,2,5,7,1993,6,1,2,2,2,1347.0,1372,2646,2,2,9,656.0,260000
319,80,3,14,2,7,7,1980,10,1,3,1,2,1372.0,1472,1472,2,3,6,588.0,187500
320,60,3,16,2,5,9,2006,13,3,3,2,0,1249.0,1249,2596,3,2,9,840.0,342643
321,60,3,16,2,5,8,2004,13,1,2,2,0,1136.0,1136,2468,2,2,10,872.0,354000
322,60,3,20,2,5,7,1986,10,1,2,1,4,1502.0,1553,2730,2,2,8,576.0,301000
323,20,4,17,2,2,3,1955,13,2,3,1,4,1162.0,1163,1163,1,3,6,220.0,126175
324,80,3,12,4,7,7,1967,14,1,2,1,2,710.0,1898,2978,2,2,11,564.0,242000
325,45,4,9,5,1,5,1941,8,2,3,1,4,720.0,803,803,1,3,5,360.0,87000
326,120,3,24,2,2,8,1993,3,2,2,2,2,1719.0,1719,1719,1,2,6,473.0,324000
327,20,3,12,2,2,6,1960,14,1,3,1,4,1383.0,1383,1383,1,3,7,292.0,145250
328,75,3,3,4,4,6,1916,14,2,3,0,4,844.0,1445,2134,2,2,10,441.0,214500
329,70,4,9,2,5,5,1920,14,2,3,2,4,596.0,596,1192,1,3,6,189.0,78000
330,90,3,12,2,2,5,1964,6,1,3,1,4,1728.0,1728,1728,2,3,10,352.0,119000
331,20,3,12,2,2,5,1958,14,2,3,1,4,1056.0,1056,1056,1,3,6,308.0,139000
332,20,3,16,2,2,8,2003,13,1,2,2,2,3206.0,1629,1629,2,2,7,880.0,284000
333,120,4,16,2,2,7,2004,13,3,2,2,2,1358.0,1358,1358,2,2,6,484.0,207000
334,60,3,8,2,5,6,1998,13,2,3,2,2,943.0,943,1638,2,3,7,472.0,192000
335,190,3,23,2,0,5,1965,10,2,3,1,4,1499.0,1619,1786,2,3,7,529.0,228950
336,20,3,22,2,2,9,2005,13,3,2,2,0,1922.0,1922,1922,2,2,8,676.0,377426
337,20,3,5,2,2,7,2002,13,1,2,2,2,1536.0,1536,1536,2,2,7,532.0,214000
338,20,3,14,2,2,7,1984,14,2,2,1,2,1208.0,1621,1621,2,2,8,440.0,202500
339,20,3,12,1,2,6,1958,14,1,3,1,4,1215.0,1215,1215,1,3,6,297.0,155000
340,60,3,23,2,5,8,2002,13,2,2,2,2,967.0,993,1908,2,2,9,431.0,202900
341,20,2,20,1,2,4,1950,14,2,1,1,4,721.0,841,841,1,3,4,294.0,82000
342,90,3,12,2,2,3,1949,12,1,3,3,3,0.0,1040,1040,2,3,6,400.0,87500
343,120,3,16,2,2,9,2005,8,1,0,2,0,1684.0,1684,1684,2,0,6,564.0,266000
344,160,4,10,2,5,5,1976,5,2,3,1,2,536.0,536,1112,1,3,4,336.0,85000
345,50,3,3,6,0,6,1939,8,2,3,0,4,972.0,972,1577,1,1,6,312.0,140200
346,20,3,12,2,2,6,1960,8,2,3,1,4,958.0,958,958,1,3,5,301.0,151500
347,20,3,12,2,2,6,1960,14,1,3,1,4,1478.0,1478,1478,2,3,6,498.0,157500
348,160,3,16,2,5,7,2003,13,3,2,2,2,764.0,764,1626,2,2,6,474.0,154000
349,60,3,16,2,5,9,2005,5,1,0,2,0,1848.0,1848,2728,2,0,10,706.0,437154
350,120,3,16,2,2,9,2007,8,1,0,2,0,1869.0,1869,1869,2,0,6,617.0,318061
351,120,3,4,2,2,7,1986,14,2,3,2,2,1453.0,1453,1453,1,2,6,445.0,190000
352,50,3,7,0,0,5,1941,13,2,3,1,4,616.0,616,1111,1,3,5,200.0,95000
353,30,4,17,2,2,6,1928,13,2,3,0,4,624.0,720,720,1,3,5,484.0,105900
354,50,3,18,2,0,6,1940,14,2,3,1,4,940.0,1192,1595,1,3,6,240.0,140000
355,20,3,5,2,2,6,1995,13,2,2,2,2,1200.0,1200,1200,2,2,6,521.0,177500
356,20,3,8,2,2,6,1992,6,1,3,2,2,1158.0,1167,1167,2,2,6,400.0,173000
357,120,4,10,2,2,5,1976,5,2,3,2,2,1142.0,1142,1142,1,3,6,528.0,134000
358,80,3,4,2,7,5,1958,14,1,3,1,4,1062.0,1352,1352,1,2,6,288.0,130000
359,60,3,15,2,5,8,1998,13,1,2,2,2,1086.0,1086,1924,2,2,7,592.0,280000
360,85,3,11,2,6,6,1978,13,2,3,1,2,888.0,912,912,1,3,5,470.0,156000
361,50,3,3,2,0,5,1940,8,2,3,1,4,883.0,988,1505,1,3,8,240.0,145000
362,85,3,7,2,6,7,2003,6,1,2,3,3,0.0,495,1922,3,2,7,672.0,198500
363,160,4,2,2,5,6,1972,6,1,3,1,4,483.0,483,987,1,2,5,264.0,118000
364,60,3,14,2,5,6,1976,6,1,3,2,2,796.0,790,1574,2,3,6,566.0,190000
365,70,4,9,2,5,5,1920,13,2,3,1,4,672.0,672,1344,1,3,6,468.0,147000
366,20,3,12,2,2,6,1963,10,1,3,1,2,1394.0,1394,1394,1,3,6,514.0,159000
367,80,3,12,2,7,6,1962,10,1,3,1,2,1099.0,1431,1431,1,3,6,296.0,165000
368,20,3,12,2,2,5,1954,6,1,3,2,4,1268.0,1268,1268,1,3,7,244.0,132000
369,20,3,12,2,2,5,1959,14,2,3,1,4,1063.0,1287,1287,1,2,7,576.0,162000
370,60,3,8,2,5,6,2000,13,2,3,2,2,953.0,953,1664,2,3,7,460.0,172400
371,50,3,4,1,0,4,1959,15,2,3,1,3,0.0,1120,1588,2,3,7,680.0,134432
372,120,3,20,2,2,6,1984,10,2,3,1,2,744.0,752,752,1,3,4,264.0,125000
373,20,3,12,2,2,5,1953,8,2,3,2,4,608.0,1319,1319,1,3,5,270.0,123000
374,60,3,5,2,5,7,2003,13,2,2,2,2,847.0,847,1928,2,2,8,434.0,219500
375,30,3,7,2,2,1,1922,14,2,1,0,1,683.0,904,904,0,1,4,0.0,61000
376,85,3,5,2,6,5,1996,13,2,2,2,2,870.0,914,914,1,3,5,576.0,148000
377,60,1,21,2,5,8,2004,5,2,2,2,2,1580.0,1580,2466,3,2,8,610.0,340000
378,20,3,22,2,2,9,2010,13,3,2,2,0,1856.0,1856,1856,1,0,8,834.0,394432
379,60,3,8,6,5,6,2000,13,1,3,2,2,982.0,1007,1800,2,3,7,463.0,179000
380,50,3,18,2,0,5,1924,3,2,3,0,4,1026.0,1026,1691,2,2,6,308.0,127000
381,20,1,21,2,2,7,2006,13,2,2,2,2,1293.0,1301,1301,2,2,5,572.0,187750
382,60,3,5,2,5,7,2006,13,2,2,2,2,939.0,939,1797,2,2,8,639.0,213500
383,45,2,20,2,1,6,1928,14,2,3,0,1,784.0,784,784,1,3,5,360.0,76000
384,60,3,4,1,5,6,1992,6,2,2,2,2,1580.0,1079,1953,2,2,9,501.0,240000
385,120,3,0,2,2,8,2004,13,1,2,2,2,1256.0,1269,1269,2,2,6,430.0,192000
386,50,3,7,1,0,5,1910,14,2,3,2,4,658.0,658,1184,1,3,8,0.0,81000
387,80,3,7,2,7,6,1976,8,1,3,1,4,1041.0,1125,1125,1,3,6,352.0,125000
388,20,3,5,2,2,7,1999,13,1,2,2,2,1468.0,1479,1479,2,2,6,577.0,191000
389,60,3,16,2,5,10,2007,13,3,0,2,0,1682.0,1742,2332,2,0,9,846.0,426000
390,50,3,7,2,0,5,1900,8,2,3,0,4,861.0,961,1367,1,3,7,384.0,119000
391,60,3,11,2,5,6,2001,13,2,3,2,0,804.0,804,1961,2,2,7,560.0,215000
392,20,3,12,2,2,5,1959,8,2,3,3,3,0.0,882,882,1,3,5,294.0,106500
393,30,3,3,1,2,4,1941,15,2,3,1,4,788.0,788,788,1,3,4,0.0,100000
394,50,3,17,2,0,5,1940,8,2,3,1,4,735.0,735,1034,1,3,5,240.0,109000
395,20,3,7,2,2,5,1956,14,2,3,1,4,1144.0,1144,1144,1,3,6,596.0,129000
396,20,3,5,2,2,5,1972,8,2,3,1,4,894.0,894,894,1,3,6,600.0,123000
397,60,3,12,4,5,5,1962,13,1,3,1,4,864.0,876,1812,2,3,8,264.0,169500
398,30,4,9,2,2,5,1920,8,2,3,0,1,961.0,1077,1077,1,3,6,338.0,67000
399,60,1,21,2,5,7,2006,5,3,2,2,2,1092.0,1112,1550,2,2,7,438.0,241000
400,120,3,24,2,2,8,1996,3,2,2,2,2,1260.0,1288,1288,1,0,4,500.0,245500
401,20,3,5,2,2,7,2005,13,2,2,2,2,1310.0,1310,1310,2,2,6,400.0,164990
402,30,3,19,2,2,5,1940,14,2,3,2,4,672.0,672,672,1,3,4,240.0,108000
403,60,3,15,2,5,8,1998,13,1,2,2,2,1141.0,1165,2263,2,2,10,420.0,258000
404,60,3,8,2,5,6,1995,8,2,3,2,2,806.0,806,1572,2,3,7,373.0,168000
405,20,3,19,1,2,4,1976,10,2,3,1,4,1281.0,1620,1620,2,3,8,490.0,150000
406,50,3,18,2,0,6,1936,8,2,3,0,4,1064.0,1166,1639,1,3,6,240.0,115000
407,70,3,6,2,5,6,1915,14,2,3,0,2,840.0,840,1680,2,3,8,308.0,177000
408,60,3,16,2,5,7,2006,13,1,2,2,0,1063.0,1071,2172,2,2,9,947.0,280000
409,60,1,21,2,5,8,2007,13,3,2,2,0,1034.0,1050,2078,2,0,8,836.0,339750
410,20,3,7,2,2,5,1958,2,2,3,1,4,1276.0,1276,1276,1,3,5,350.0,60000
411,190,3,8,2,2,5,1955,14,2,3,1,4,1056.0,1056,1056,1,3,5,572.0,145000
412,20,1,21,2,2,7,2009,8,3,0,2,0,1470.0,1478,1478,2,2,7,484.0,222000
413,30,4,17,0,2,5,1927,15,2,3,1,4,1008.0,1028,1028,1,3,5,360.0,115000
414,60,3,20,2,5,7,1993,13,2,2,2,2,1080.0,1080,2097,2,2,9,678.0,228000
415,20,3,8,2,2,7,2007,13,2,2,2,2,1340.0,1340,1340,2,2,6,396.0,181134
416,60,3,19,2,5,6,1978,6,1,3,1,4,672.0,672,1400,1,3,6,440.0,149500
417,70,3,6,1,5,6,1918,14,2,3,0,2,1370.0,1370,2624,2,3,10,864.0,239000
418,50,3,7,2,0,5,1940,8,2,3,0,4,756.0,756,1134,1,3,7,240.0,126000
419,20,3,12,2,2,5,1968,13,2,3,1,4,1056.0,1056,1056,1,3,6,304.0,142000
420,90,4,11,2,6,7,1997,13,1,3,2,2,1344.0,1344,1344,2,3,8,784.0,206300
421,20,3,14,2,2,6,1977,5,3,2,1,2,1602.0,1602,1602,2,2,8,529.0,215000
422,20,3,11,0,2,5,1954,6,2,3,1,4,988.0,988,988,1,3,4,520.0,113000
423,60,3,15,2,5,8,1998,13,1,2,2,2,1470.0,1470,2630,2,2,8,696.0,315000
424,20,3,12,2,2,6,1956,14,1,3,1,2,1196.0,1196,1196,1,3,6,297.0,139000
425,60,4,17,2,5,7,1946,6,2,3,1,4,651.0,707,1389,1,3,6,240.0,135000
426,80,3,20,2,7,7,1989,14,1,2,2,2,1518.0,1644,1644,2,2,5,569.0,275000
427,20,3,12,2,2,4,1957,8,2,3,1,4,907.0,907,907,1,3,5,352.0,109008
428,20,3,5,2,2,7,2007,13,1,2,2,2,1208.0,1208,1208,2,2,6,628.0,195400
429,20,3,23,2,2,6,1988,6,2,3,1,2,1392.0,1412,1412,2,2,6,576.0,175000
430,160,4,2,2,5,6,1971,6,1,3,1,4,483.0,483,987,1,3,4,264.0,85400
431,50,4,17,1,0,6,1920,8,2,3,0,4,901.0,1088,1198,1,3,7,0.0,79900
432,160,4,2,2,5,5,1971,6,1,3,1,4,765.0,765,1365,1,3,6,440.0,122500
433,60,3,8,2,5,6,1997,13,2,3,2,2,926.0,926,1604,2,3,7,470.0,181000
434,180,4,10,2,6,4,1972,5,2,3,1,2,630.0,630,630,1,3,3,0.0,81000
435,60,3,5,4,5,7,1996,13,2,2,2,2,799.0,827,1661,2,2,6,550.0,212000
436,50,4,17,2,0,6,1920,12,2,3,0,1,648.0,734,1118,1,3,6,440.0,116000
437,45,4,3,2,1,6,1926,14,2,2,2,4,884.0,904,904,1,3,4,180.0,119000
438,30,3,6,2,2,5,1913,15,2,3,2,4,440.0,694,694,1,2,4,352.0,90350
439,50,3,7,2,0,6,1920,14,2,3,0,4,684.0,684,1196,1,2,7,528.0,110000
440,20,3,16,2,2,10,2008,13,3,0,2,0,3094.0,2402,2402,2,0,10,672.0,555000
441,90,3,7,2,2,4,1955,13,1,3,1,4,1440.0,1440,1440,2,1,8,0.0,118000
442,50,4,3,2,0,5,1930,8,2,3,2,4,1078.0,1128,1573,2,3,8,360.0,162900
443,120,3,0,2,2,7,2006,15,1,2,2,0,1258.0,1258,1258,2,2,6,648.0,172500
444,60,3,5,2,5,7,1994,13,2,2,2,2,915.0,933,1908,2,2,8,493.0,210000
445,20,3,7,2,2,6,1956,14,2,3,1,4,1436.0,1689,1689,1,3,7,480.0,127500
446,20,3,12,3,2,6,1966,3,2,2,1,4,1517.0,1888,1888,2,2,6,578.0,190000
447,60,3,8,2,5,7,1998,13,2,2,2,2,930.0,956,1886,2,2,10,431.0,199900
448,50,4,9,2,0,6,1937,8,2,3,0,4,780.0,780,1376,2,3,7,198.0,119500
449,50,4,17,2,0,3,1948,8,2,3,1,4,649.0,679,1183,1,3,6,308.0,120000
450,30,4,17,2,2,6,1930,14,2,3,0,4,813.0,813,813,1,2,5,270.0,110000
451,20,3,4,2,2,7,1975,10,2,3,1,2,1533.0,1533,1533,2,2,5,576.0,280000
452,60,3,23,2,5,6,1996,13,1,2,2,0,872.0,888,1756,2,3,7,422.0,204000
453,60,1,21,2,5,8,2008,13,2,2,2,2,768.0,786,1590,2,2,6,676.0,210000
454,90,3,11,2,2,5,1976,10,2,3,1,4,1728.0,1728,1728,2,3,8,560.0,188000
455,20,3,14,2,2,7,1973,6,1,3,1,4,1242.0,1242,1242,1,3,6,528.0,175500
456,70,4,17,2,5,5,1916,0,2,3,0,4,624.0,624,1344,1,3,7,513.0,98000
457,20,3,4,2,2,4,1954,10,2,3,1,2,1364.0,1663,1663,1,2,6,529.0,256000
458,70,4,17,2,5,8,1925,12,2,3,2,4,588.0,833,1666,1,2,7,228.0,161000
459,50,3,3,2,0,5,1950,8,0,3,1,4,709.0,979,1203,1,2,5,352.0,110000
460,60,1,21,6,5,8,2009,13,3,2,2,2,832.0,832,1935,2,3,8,552.0,263435
461,70,3,18,1,5,7,1936,14,2,2,2,2,560.0,575,1135,1,2,6,576.0,155000
462,20,3,19,2,2,5,1965,8,2,3,1,4,864.0,864,864,1,3,5,360.0,62383
463,70,3,6,2,5,6,1934,12,2,3,1,4,715.0,849,1660,1,3,6,240.0,188700
464,20,3,5,2,2,5,1978,6,1,3,1,2,1040.0,1040,1040,2,3,5,0.0,124000
465,120,4,0,2,2,7,2004,13,1,2,2,2,1375.0,1414,1414,2,2,6,398.0,178740
466,20,3,12,2,2,7,1970,10,2,3,1,4,1277.0,1277,1277,1,3,5,526.0,167000
467,70,3,12,0,5,5,1942,8,3,3,1,4,728.0,888,1644,1,2,7,312.0,146500
468,20,3,16,2,2,8,2006,13,3,2,2,2,1626.0,1634,1634,2,2,7,866.0,250000
469,60,3,20,7,5,6,1993,6,1,2,2,2,832.0,832,1710,2,2,7,506.0,187000
470,120,3,22,2,2,8,1985,6,2,2,2,2,1488.0,1502,1502,1,2,4,528.0,212000
471,60,3,14,3,5,7,1977,15,2,3,1,2,808.0,1161,1969,2,3,8,534.0,190000
472,180,4,7,2,7,6,2005,13,1,3,2,2,547.0,1072,1072,1,3,5,525.0,148000
473,20,3,16,2,2,8,2006,13,1,2,2,0,1976.0,1976,1976,2,2,7,908.0,440000
474,120,3,22,2,2,8,2000,5,2,2,2,2,1494.0,1652,1652,2,0,6,499.0,251000
475,20,3,19,2,2,5,1963,6,2,3,1,4,970.0,970,970,1,3,5,624.0,132500
476,20,3,5,2,2,6,1997,13,1,3,2,2,1478.0,1493,1493,2,2,7,508.0,208900
477,60,3,16,2,5,9,2006,13,1,0,2,2,2153.0,2069,2643,2,0,9,694.0,380000
478,20,3,5,2,2,8,2007,13,3,2,2,0,1705.0,1718,1718,2,2,7,826.0,297000
479,30,4,17,2,2,4,1937,12,0,3,0,1,907.0,1131,1131,1,3,7,672.0,89471
480,20,3,16,2,2,9,2004,13,1,2,2,0,1833.0,1850,1850,2,2,8,772.0,326000
481,20,3,16,2,2,9,2003,13,1,2,2,0,1792.0,1792,1792,2,0,6,874.0,374000
482,70,4,17,2,5,7,1915,12,2,2,2,4,910.0,916,1826,1,0,7,164.0,155000
483,120,4,11,2,2,6,1998,13,1,3,2,0,1216.0,1216,1216,2,3,5,402.0,164000
484,20,3,19,2,2,5,1962,6,2,3,1,4,999.0,999,999,1,2,6,264.0,132500
485,20,3,12,2,2,5,1950,8,2,2,1,4,1113.0,1113,1113,1,2,5,264.0,147000
486,20,3,12,2,2,5,1965,8,1,3,1,4,1073.0,1073,1073,1,3,6,515.0,156000
487,20,3,14,2,2,5,1971,10,2,3,1,2,1484.0,1484,1484,2,3,7,487.0,175000
488,190,3,17,2,0,5,1900,14,2,3,1,4,954.0,1766,2414,2,3,10,520.0,160000
489,180,4,10,2,6,4,1970,5,2,3,1,2,630.0,630,630,1,2,3,286.0,86000
490,160,4,10,2,5,5,1976,5,2,3,2,2,264.0,616,1304,1,3,4,336.0,115000
491,50,3,12,0,0,6,1941,14,2,3,1,4,806.0,958,1578,1,1,5,240.0,133000
492,60,3,8,2,5,6,2006,13,2,2,2,2,728.0,728,1456,2,3,8,429.0,172785
493,20,3,12,2,2,5,1960,3,2,3,1,4,1269.0,1269,1269,1,3,6,308.0,155000
494,30,4,17,0,2,5,1938,8,2,3,0,1,190.0,886,886,1,3,4,273.0,91300
495,30,0,9,2,2,4,1920,14,2,3,1,4,720.0,720,720,1,3,4,0.0,34900
496,20,3,15,2,2,8,1992,3,2,2,2,2,3200.0,3228,3228,3,2,10,546.0,430000
497,50,3,3,2,0,7,1925,14,2,3,2,4,1026.0,1133,1820,2,3,8,240.0,184000
498,20,3,19,2,2,5,1967,6,1,3,2,4,864.0,899,899,1,2,5,288.0,130000
499,20,3,12,2,2,5,1958,8,2,3,1,4,912.0,912,912,1,3,5,297.0,120000
500,160,4,2,2,5,6,1973,6,1,3,1,4,672.0,672,1218,1,3,7,264.0,113000
501,60,1,21,2,5,7,2005,13,2,2,2,2,866.0,866,1768,2,2,7,603.0,226700
502,20,3,7,1,2,5,1965,8,2,3,1,4,1214.0,1214,1214,1,3,6,461.0,140000
503,20,3,6,2,2,7,1959,3,2,3,1,4,1501.0,1801,1801,2,3,6,484.0,289000
504,160,3,13,2,5,6,1974,10,2,3,1,4,855.0,855,1322,2,3,6,440.0,147000
505,90,4,17,0,5,5,1952,14,1,3,1,4,960.0,960,1960,2,3,10,400.0,124500
506,60,3,20,2,5,8,1993,13,1,2,2,2,777.0,1065,1911,2,2,8,471.0,215000
507,20,1,21,2,2,6,2009,13,2,2,2,2,1218.0,1218,1218,2,2,4,676.0,208300
508,70,4,17,2,5,7,1928,8,2,3,0,4,689.0,689,1378,2,2,7,360.0,161000
509,20,3,12,2,2,5,1959,8,1,3,1,4,1041.0,1041,1041,1,3,6,270.0,124500
510,20,3,12,2,2,5,1951,14,0,2,1,4,1008.0,1363,1363,1,3,6,288.0,164900
511,120,3,16,2,2,7,2005,13,3,2,2,2,1368.0,1368,1368,2,2,6,474.0,202665
512,20,3,12,1,2,5,1958,13,2,3,1,4,864.0,864,864,1,3,5,624.0,129900
513,20,3,11,2,2,6,1983,13,2,3,2,4,1084.0,1080,1080,1,3,5,484.0,134000
514,45,3,6,2,1,5,1926,14,2,3,0,4,768.0,789,789,1,3,5,200.0,96500
515,20,3,16,2,2,10,2009,5,1,0,1,0,2006.0,2020,2020,2,0,9,900.0,402861
516,80,3,14,2,7,6,1972,6,1,3,1,4,689.0,1378,2119,2,3,7,583.0,158000
517,60,3,15,2,5,7,1996,13,1,2,2,2,1264.0,1277,2344,2,2,7,889.0,265000
518,60,3,5,2,5,6,1998,13,2,3,2,2,794.0,882,1796,2,3,7,546.0,211000
519,70,3,6,2,5,7,1926,8,2,2,0,2,1276.0,1276,2080,1,2,9,282.0,234000
520,190,3,17,2,5,4,1900,8,2,3,0,3,0.0,694,1294,2,3,7,0.0,106250
521,20,3,12,1,2,6,1957,13,2,3,1,4,1244.0,1244,1244,1,3,6,336.0,150000
522,50,4,3,1,0,6,1947,5,2,3,1,4,1004.0,1004,1664,2,3,7,420.0,159000
524,60,3,15,2,5,7,1996,13,1,2,2,2,1379.0,1383,2398,2,2,8,834.0,315750
525,20,1,21,2,2,7,2005,13,2,2,2,2,1257.0,1266,1266,2,2,6,453.0,176000
526,20,3,12,2,2,5,1956,14,2,3,1,2,928.0,928,928,1,3,4,252.0,132000
527,60,3,16,2,5,9,2008,13,3,0,2,0,1452.0,1476,2713,2,0,11,858.0,446261
528,30,3,7,2,2,4,1920,14,2,3,0,4,528.0,605,605,1,3,5,0.0,86000
529,20,3,6,2,2,6,1957,14,2,2,2,4,2035.0,2515,2515,3,3,9,484.0,200624
530,80,3,23,2,7,6,1988,6,1,2,1,2,1461.0,1509,1509,2,2,5,600.0,175000
531,70,4,3,8,5,6,1920,14,2,3,0,1,611.0,751,1362,2,3,6,502.0,128000
532,20,3,12,2,2,5,1955,13,2,3,3,3,0.0,827,827,1,3,5,392.0,107500
533,20,3,3,2,2,1,1946,13,2,1,3,3,0.0,334,334,1,1,2,0.0,39300
534,60,3,8,2,5,8,2004,13,2,2,2,0,707.0,707,1414,2,2,6,403.0,178000
535,190,3,7,2,5,5,1910,8,2,3,1,2,1117.0,820,1347,1,3,5,0.0,107500
536,60,3,5,2,5,7,1998,13,2,3,2,2,880.0,880,1724,2,2,8,527.0,188000
537,20,3,12,2,2,4,1972,8,2,3,1,4,864.0,864,864,1,3,5,576.0,111250
538,20,3,19,2,2,5,1968,10,1,3,1,4,1051.0,1159,1159,1,3,7,336.0,158000
539,20,3,5,2,2,8,2001,13,1,2,2,2,1581.0,1601,1601,2,2,6,670.0,272000
540,20,3,23,2,2,9,2006,13,1,0,2,0,1838.0,1838,1838,2,0,8,765.0,315000
541,60,3,15,2,5,8,2000,13,1,2,2,2,969.0,997,2285,2,2,8,648.0,248000
542,20,3,14,6,2,7,1998,13,2,2,2,0,1650.0,1680,1680,2,2,7,583.0,213250
543,120,2,12,2,6,7,1998,8,1,3,2,2,723.0,767,767,1,3,4,367.0,133000
544,60,3,8,2,5,7,2006,13,2,2,2,2,654.0,664,1496,2,2,7,426.0,179665
545,50,3,14,2,0,7,1988,6,1,2,2,2,1204.0,1377,2183,2,2,9,786.0,229000
546,50,3,3,2,0,6,1923,3,2,3,0,2,1065.0,915,1635,1,3,6,440.0,210000
547,85,3,11,2,6,5,1970,13,2,3,1,2,768.0,768,768,1,3,5,624.0,129500
548,20,4,17,1,2,5,1955,8,2,3,1,4,825.0,825,825,1,3,4,720.0,125000
549,60,1,21,2,5,7,2003,13,2,2,2,2,912.0,912,2094,2,2,8,615.0,263000
